,University Rating,CGPA,Research
0,2,3.417176099952975,1
1,2,3.4284932514705044,0
2,1,3.3791551897992362,0
3,3,3.4574754663586873,0
4,2,3.386547838405918,1
5,1,3.3818066466109222,1
6,3,3.4443517285784493,0
7,3,3.442927885377077,0
8,2,3.394361899153071,1
9,3,3.4639283449570817,0
10,1,3.3640692140427233,1
11,1,3.3732772636172657,1
12,2,3.418169129189575,0
13,2,3.3673365916195843,1
14,1,3.3463087532135134,1
15,3,3.4490728103291737,0
16,4,3.4584016724354054,0
17,1,3.3875960126711706,0
18,3,3.4362366038244883,0
19,1,3.369504194548907,1
20,2,3.4462447676532455,0
21,3,3.473025410023398,0
22,4,3.443402888292862,0
23,2,3.3979716800168744,1
24,2,3.362975789450655,1
25,0,3.3796864885241433,1
26,4,3.4570118124926648,0
27,1,3.3673365916195843,1
28,2,3.395911777352915,0
29,2,3.421137909584748,1
30,1,3.4086648036706784,1
31,0,3.386023015960367,1
32,3,3.468039443738778,0
33,1,3.358580331193732,1
34,4,3.4386352413443992,0
35,1,3.4041067235688254,0
36,3,3.456547790501226,0
37,0,3.393326274147864,1
38,2,3.3791551897992362,1
39,1,3.3796864885241433,1
40,4,3.43479262557409,0
41,1,3.3558152831743113,1
42,1,3.3854977018777244,1
43,2,3.386547838405918,0
44,1,3.4106789358676712,1
45,1,3.3791551897992362,1
46,1,3.4041067235688254,0
47,3,3.424091373697533,0
48,0,3.364615117237526,1
49,1,3.387072170286652,1
50,1,3.3662496052698225,1
51,0,3.394878998778534,0
52,1,3.3969426684225255,0
53,4,3.473025410023398,0
54,1,3.4357556789391723,1
55,2,3.424091373697533,0
56,1,3.4005360385102654,1
57,4,3.43479262557409,0
58,2,3.4275179678574768,0
59,1,3.3979716800168744,1
60,2,3.418664997428784,0
61,3,3.4528222797096184,0
62,1,3.3678792867562684,1
63,1,3.3917692569181335,1
64,1,3.3770249244384463,1
65,0,3.407655054970624,0
66,3,3.4528222797096184,0
67,4,3.4684944623639318,1
68,1,3.4528222797096184,0
69,2,3.3673365916195843,1
70,1,3.374886491887284,1
71,3,3.390728846941342,0
72,3,3.356369403799527,1
73,0,3.3754218696975906,1
74,4,3.473025410023398,0
75,4,3.418169129189575,1
76,0,3.368421451485422,1
77,2,3.4231085760943767,0
78,2,3.4236001854954914,1
79,2,3.4471889781846166,0
80,3,3.456547790501226,0
81,1,3.3791551897992362,1
82,4,3.4761764831263204,0
83,2,3.413686831346098,0
84,3,3.4405470132472336,1
85,3,3.4041067235688254,1
86,1,3.3732772636172657,1
87,2,3.4221240903173715,0
88,1,3.386547838405918,1
89,1,3.3662496052698225,1
90,2,3.424091373697533,0
91,2,3.4405470132472336,0
92,0,3.3496828289471314,1
93,2,3.395911777352915,0
94,1,3.386547838405918,1
95,0,3.358580331193732,1
96,3,3.4376769806253957,1
97,3,3.4096727615051154,1
98,2,3.4141866069248024,1
99,4,3.4518871725011655,0
100,1,3.3891646134787674,1
101,4,3.4570118124926648,0
102,3,3.441976710280316,0
103,0,3.3535932063079175,1
104,2,3.426051931297029,1
105,4,3.4486024241015913,0
106,1,3.424091373697533,1
107,2,3.4216312122460444,0
108,3,3.4518871725011655,0
109,3,3.460249696903735,0
110,0,3.3667933648630095,1
111,1,3.3667933648630095,1
112,2,3.3995116908251766,1
113,3,3.4666722714046836,0
114,3,3.451419055629338,0
115,4,3.4395919168498885,0
116,4,3.4739274345522473,0
117,0,3.343481054862954,1
118,3,3.4294668834586033,0
119,1,3.3791551897992362,1
120,4,3.418169129189575,1
121,2,3.386547838405918,0
122,0,3.356369403799527,1
123,3,3.467584072795611,0
124,2,3.4328616825199405,0
125,4,3.381277360383529,1
126,3,3.4101760711601443,0
127,2,3.417176099952975,0
128,2,3.3922887413266114,0
129,1,3.375956733627268,1
130,2,3.4462447676532455,0
131,1,3.3705848304225245,0
132,1,3.3818066466109222,1
133,2,3.44102397117819,0
134,1,3.418169129189575,0
135,2,3.3964274583227114,1
136,1,3.383918799029098,1
137,4,3.456547790501226,0
138,4,3.4333450247924797,0
139,4,3.4666722714046836,0
140,2,3.426051931297029,1
141,0,3.361880198943801,1
142,3,3.4046149890125785,1
143,1,3.369504194548907,1
144,2,3.424091373697533,0
145,2,3.4131866171752896,1
146,1,3.3667933648630095,1
147,3,3.4046149890125785,1
148,1,3.376491084825752,1
149,1,3.4041067235688254,0
150,0,3.4126859635132263,0
151,1,3.3547053662484165,1
152,2,3.360232730116549,1
153,3,3.4343104955303425,0
154,2,3.4126859635132263,1
155,4,3.4518871725011655,0
156,0,3.3185364297939777,0
157,3,3.3613315883385084,1
158,2,3.4294668834586033,0
159,4,3.4467170647277205,0
160,0,3.358580331193732,1
161,3,3.448131657148531,0
162,2,3.407149506722258,1
163,1,3.3969426684225255,1
164,2,3.3558152831743113,1
165,1,3.361880198943801,1
166,0,3.360232730116549,1
167,2,3.3673365916195843,1
168,1,3.4352743531159717,0
169,2,3.3678792867562684,0
170,3,3.4467170647277205,0
171,0,3.369504194548907,1
172,0,3.3732772636172657,1
173,1,3.402069090367855,1
174,3,3.424582141541579,0
